no_of_gears,city_mpg,highway_mpg,car_volume,Power_Index,Car_Age,Avg_MPG,displacement,cylinders,hp,torque
4.0,27,36,4593060,7.170768547221423,15,31.5,1.6,4.0,110.0,107.0
5.0,28,34,4593060,7.170768547221423,15,31.0,1.6,4.0,110.0,107.0
4.0,27,36,4593060,7.170768547221423,15,31.5,1.6,4.0,110.0,107.0
5.0,26,31,147408,10.251268407002875,14,28.5,1.6,4.0,122.0,115.0
5.0,24,30,147408,11.931804211429577,14,27.0,2.0,4.0,142.0,137.0
4.0,24,30,147408,11.931804211429577,14,27.0,2.0,4.0,142.0,137.0
4.0,24,30,147408,11.931804211429577,14,27.0,2.0,4.0,142.0,137.0
4.0,24,30,147408,11.931804211429577,14,27.0,2.0,4.0,142.0,137.0
6.0,17,28,2736000,21.049779599104834,14,22.5,3.6,6.0,312.0,278.0
6.0,19,30,2736000,21.049779599104834,14,24.5,3.6,6.0,312.0,278.0
6.0,18,29,2736000,21.049779599104834,14,23.5,3.6,6.0,312.0,278.0
6.0,17,28,2736000,21.049779599104834,14,22.5,3.6,6.0,312.0,278.0
6.0,19,30,2736000,21.049779599104834,14,24.5,3.6,6.0,312.0,278.0
6.0,17,28,2736000,21.049779599104834,14,22.5,3.6,6.0,312.0,278.0
6.0,19,30,2736000,21.049779599104834,14,24.5,3.6,6.0,312.0,278.0
6.0,16,24,2736000,28.74104522185468,14,20.0,6.2,8.0,426.0,420.0
6.0,16,25,2736000,28.74104522185468,14,20.5,6.2,8.0,426.0,420.0
6.0,16,24,2736000,28.74104522185468,14,20.0,6.2,8.0,426.0,420.0
6.0,16,25,2736000,28.74104522185468,14,20.5,6.2,8.0,426.0,420.0
5.0,18,26,1896180,14.52749084757453,15,22.0,4.0,6.0,210.0,240.0
5.0,16,24,1896180,14.52749084757453,15,20.0,4.0,6.0,210.0,240.0
5.0,18,26,1896180,14.52749084757453,15,22.0,4.0,6.0,210.0,240.0
5.0,16,24,1896180,14.52749084757453,15,20.0,4.0,6.0,210.0,240.0
5.0,16,24,1896180,21.791236271361793,15,20.0,4.6,8.0,315.0,325.0
5.0,17,23,1896180,21.791236271361793,15,20.0,4.6,8.0,315.0,325.0
5.0,16,24,1896180,21.791236271361793,15,20.0,4.6,8.0,315.0,325.0
5.0,17,23,1896180,21.791236271361793,15,20.0,4.6,8.0,315.0,325.0
5.0,26,31,147408,10.251268407002875,15,28.5,1.6,4.0,122.0,115.0
5.0,24,30,147408,11.931804211429577,15,27.0,2.0,4.0,142.0,137.0
4.0,24,30,147408,11.931804211429577,15,27.0,2.0,4.0,142.0,137.0
5.0,24,30,147408,11.931804211429577,15,27.0,2.0,4.0,142.0,137.0
4.0,24,30,147408,11.931804211429577,15,27.0,2.0,4.0,142.0,137.0
5.0,24,30,147408,11.931804211429577,15,27.0,2.0,4.0,142.0,137.0
4.0,24,30,147408,11.931804211429577,15,27.0,2.0,4.0,142.0,137.0
5.0,18,26,2068560,14.440568503604569,15,22.0,4.0,6.0,210.0,240.0
5.0,16,24,2068560,14.440568503604569,15,20.0,4.0,6.0,210.0,240.0
5.0,18,26,2068560,14.440568503604569,15,22.0,4.0,6.0,210.0,240.0
5.0,16,24,2068560,14.440568503604569,15,20.0,4.0,6.0,210.0,240.0
5.0,16,24,2068560,21.660852755406854,15,20.0,4.6,8.0,315.0,325.0
5.0,17,23,2068560,21.660852755406854,15,20.0,4.6,8.0,315.0,325.0
5.0,16,24,2068560,21.660852755406854,15,20.0,4.6,8.0,315.0,325.0
5.0,17,23,2068560,21.660852755406854,15,20.0,4.6,8.0,315.0,325.0
6.0,12,20,2611512,34.347538180244044,15,16.0,5.2,10.0,507.5,391.0
6.0,12,19,2017344,28.931013818170456,15,15.5,4.2,8.0,420.0,317.0
6.0,18,25,427840,20.900000430069507,13,21.5,3.5,6.0,271.0,248.0
6.0,18,25,456490,20.796044555273006,13,21.5,3.5,6.0,271.0,248.0
6.0,15,23,1856740,35.15922678249297,13,19.0,5.4,8.0,507.5,510.0
6.0,15,23,1739780,35.318426546462504,13,19.0,5.4,8.0,507.5,510.0
6.0,15,23,2032180,34.94067276536795,14,19.0,5.4,8.0,507.5,510.0
6.0,15,23,1520480,35.65272194353813,14,19.0,5.4,8.0,507.5,510.0
6.0,15,23,1520480,35.65272194353813,15,19.0,5.4,8.0,507.5,510.0
6.0,14,22,2032180,34.94067276536795,15,18.0,5.4,8.0,507.5,510.0
6.0,18,25,45840,25.24938621672108,14,21.5,3.5,6.0,271.0,248.0
6.0,18,25,68760,24.330262387387148,14,21.5,3.5,6.0,271.0,248.0
5.0,17,23,8642368,15.276555147005705,15,20.0,3.8,6.0,244.0,253.0
5.0,17,23,427840,18.817712564343026,15,20.0,3.8,6.0,244.0,253.0
5.0,17,23,427840,18.817712564343026,15,20.0,3.8,6.0,244.0,253.0
6.0,11,20,1963940,28.98457964638913,14,15.5,4.2,8.0,420.0,317.0
6.0,21,31,5232040,12.927987482758713,15,26.0,2.0,4.0,200.0,207.0
6.0,12,19,2063380,34.9040584742581,14,15.5,5.2,10.0,507.5,391.0
6.0,20,27,1002708,12.66444245239493,13,23.5,2.4,4.0,175.0,169.0
6.0,21,29,1002708,12.66444245239493,13,25.0,2.4,4.0,175.0,169.0
6.0,21,27,1002708,12.66444245239493,13,24.0,2.4,4.0,175.0,169.0
6.0,20,26,1002708,19.97363495349143,13,23.0,3.5,6.0,276.0,248.0
6.0,18,24,1002708,19.97363495349143,13,21.0,3.5,6.0,276.0,248.0
6.0,22,32,1002708,13.822334333756752,13,27.0,2.4,4.0,191.0,181.0
6.0,21,28,1002708,13.822334333756752,13,24.5,2.4,4.0,191.0,181.0
6.0,20,26,1002708,19.97363495349143,13,23.0,3.5,6.0,276.0,248.0
6.0,18,24,1002708,19.97363495349143,13,21.0,3.5,6.0,276.0,248.0
6.0,20,26,944748,20.0600718289854,13,23.0,3.5,6.0,276.0,248.0
6.0,18,24,944748,20.0600718289854,13,21.0,3.5,6.0,276.0,248.0
6.0,18,27,3406032,22.13939881408044,13,22.5,3.0,6.0,333.0,325.0
6.0,17,29,2736000,20.51004166066625,15,23.0,3.6,6.0,304.0,273.0
6.0,18,29,2736000,20.51004166066625,15,23.5,3.6,6.0,304.0,273.0
6.0,17,29,2736000,20.51004166066625,15,23.0,3.6,6.0,304.0,273.0
6.0,18,29,2736000,20.51004166066625,15,23.5,3.6,6.0,304.0,273.0
6.0,17,29,2736000,20.51004166066625,15,23.0,3.6,6.0,304.0,273.0
6.0,18,29,2736000,20.51004166066625,15,23.5,3.6,6.0,304.0,273.0
6.0,16,24,2736000,28.74104522185468,15,20.0,6.2,8.0,426.0,420.0
6.0,16,25,2736000,28.74104522185468,15,20.5,6.2,8.0,426.0,420.0
6.0,16,24,2736000,28.74104522185468,15,20.0,6.2,8.0,426.0,420.0
6.0,16,25,2736000,28.74104522185468,15,20.5,6.2,8.0,426.0,420.0
6.0,18,27,2988510,22.33357588452818,14,22.5,3.0,6.0,333.0,325.0
6.0,20,27,1002708,12.66444245239493,14,23.5,2.4,4.0,175.0,169.0
6.0,21,29,1002708,12.66444245239493,14,25.0,2.4,4.0,175.0,169.0
6.0,21,27,1002708,12.66444245239493,14,24.0,2.4,4.0,175.0,169.0
6.0,20,26,1205568,19.71081912659116,14,23.0,3.5,6.0,276.0,248.0
6.0,18,24,1205568,19.71081912659116,14,21.0,3.5,6.0,276.0,248.0
6.0,21,29,1205568,12.497801982440048,14,25.0,2.4,4.0,175.0,169.0
6.0,21,27,1205568,12.497801982440048,14,24.0,2.4,4.0,175.0,169.0
6.0,20,26,1205568,19.71081912659116,14,23.0,3.5,6.0,276.0,248.0
6.0,18,24,1205568,19.71081912659116,14,21.0,3.5,6.0,276.0,248.0
6.0,20,26,947232,20.056244129397115,14,23.0,3.5,6.0,276.0,248.0
6.0,18,24,947232,20.056244129397115,14,21.0,3.5,6.0,276.0,248.0
6.0,21,29,534006,13.345299389489046,13,25.0,2.4,4.0,176.0,168.0
6.0,22,32,534006,13.345299389489046,13,27.0,2.4,4.0,176.0,168.0
6.0,21,28,534006,13.345299389489046,13,24.5,2.4,4.0,176.0,168.0
6.0,22,32,534006,13.345299389489046,13,27.0,2.4,4.0,176.0,168.0
6.0,21,28,534006,13.345299389489046,13,24.5,2.4,4.0,176.0,168.0
6.0,22,29,601524,19.538260736134852,13,25.5,2.0,4.0,260.0,269.0
6.0,21,26,601524,19.538260736134852,13,23.5,2.0,4.0,260.0,269.0
6.0,29,40,5229000,9.0499312347489,15,34.5,2.0,4.0,140.0,236.0
5.0,22,30,5229000,10.989202213623663,15,26.0,2.5,5.0,170.0,177.0
6.0,23,30,5229000,10.989202213623663,15,26.5,2.5,5.0,170.0,177.0
6.0,21,29,534006,13.345299389489046,14,25.0,2.4,4.0,176.0,168.0
6.0,22,31,534006,13.345299389489046,14,26.5,2.4,4.0,176.0,168.0
6.0,21,28,534006,13.345299389489046,14,24.5,2.4,4.0,176.0,168.0
6.0,22,31,534006,13.345299389489046,14,26.5,2.4,4.0,176.0,168.0
6.0,21,28,534006,13.345299389489046,14,24.5,2.4,4.0,176.0,168.0
6.0,22,27,601524,19.538260736134852,14,24.5,2.0,4.0,260.0,264.0
6.0,21,25,601524,19.538260736134852,14,23.0,2.0,4.0,260.0,264.0
6.0,18,27,466956,25.509437142672066,15,22.5,3.0,6.0,333.0,325.0
5.0,20,25,322320,11.038133958124362,15,22.5,2.0,4.0,140.0,136.0
4.0,20,25,322320,11.038133958124362,15,22.5,2.0,4.0,140.0,136.0
5.0,19,24,322320,11.038133958124362,15,21.5,2.0,4.0,140.0,136.0
4.0,18,23,322320,13.639979819682248,15,20.5,2.7,6.0,173.0,178.0
4.0,18,23,322320,13.639979819682248,15,20.5,2.7,6.0,173.0,178.0
4.0,18,23,322320,13.639979819682248,15,20.5,2.7,6.0,173.0,178.0
4.0,18,23,322320,13.639979819682248,15,20.5,2.7,6.0,173.0,178.0
5.0,26,34,5055480,9.06971683811789,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,2628990,9.470907303250765,15,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,15,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,15,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,15,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,15,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,15,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,15,30.5,1.8,4.0,140.0,128.0
6.0,21,29,5055480,12.762387265065886,15,25.0,2.0,6.109942448898591,197.0,139.0
5.0,24,36,5055480,7.320557162195153,15,30.0,1.8,4.0,113.0,109.0
5.0,15,22,46740,24.738715907223693,14,18.5,4.0,6.0,266.0,288.0
5.0,15,22,46740,24.738715907223693,14,18.5,4.0,6.0,266.0,288.0
5.0,14,20,59280,24.20372446912597,14,17.0,4.0,6.0,266.0,288.0
5.0,14,20,59280,24.20372446912597,14,17.0,4.0,6.0,266.0,288.0
5.0,15,22,41040,25.041594356482953,14,18.5,4.0,6.0,266.0,288.0
5.0,14,20,59280,24.20372446912597,14,17.0,4.0,6.0,266.0,288.0
5.0,15,22,46740,24.738715907223693,14,18.5,4.0,6.0,266.0,288.0
5.0,13,18,61560,28.110815801144796,14,15.5,5.6,8.0,310.0,388.0
5.0,14,20,59280,24.20372446912597,14,17.0,4.0,6.0,266.0,288.0
6.0,20,28,1240048,12.47268352864869,14,24.0,2.4,4.0,175.0,169.0
6.0,20,26,1240048,19.67120373661165,14,23.0,3.5,6.0,276.0,248.0
6.0,20,26,1240048,19.67120373661165,14,23.0,3.5,6.0,276.0,248.0
6.0,20,26,1240048,19.67120373661165,14,23.0,3.5,6.0,276.0,248.0
6.0,20,25,1240048,12.47268352864869,14,22.5,2.4,4.0,175.0,169.0
6.0,20,26,1240048,19.67120373661165,14,23.0,3.5,6.0,276.0,248.0
6.0,20,28,1240048,12.47268352864869,14,24.0,2.4,4.0,175.0,169.0
6.0,19,26,1240048,12.47268352864869,14,22.5,2.4,4.0,175.0,169.0
6.0,20,26,1240048,19.67120373661165,14,23.0,3.5,6.0,276.0,248.0
6.0,20,26,1240048,19.67120373661165,14,23.0,3.5,6.0,276.0,248.0
6.0,20,26,1240048,19.67120373661165,15,23.0,3.5,6.0,276.0,248.0
6.0,20,26,1240048,19.67120373661165,15,23.0,3.5,6.0,276.0,248.0
6.0,21,27,1240048,12.47268352864869,15,24.0,2.4,4.0,175.0,169.0
6.0,20,28,1240048,12.47268352864869,15,24.0,2.4,4.0,175.0,169.0
6.0,20,26,1240048,19.67120373661165,15,23.0,3.5,6.0,276.0,248.0
6.0,20,26,1240048,19.67120373661165,15,23.0,3.5,6.0,276.0,248.0
6.0,20,28,1240048,12.47268352864869,15,24.0,2.4,4.0,175.0,169.0
6.0,19,26,1240048,12.47268352864869,15,22.5,2.4,4.0,175.0,169.0
6.0,18,28,23595,26.120208116342308,13,23.0,3.5,6.0,263.0,249.0
6.0,18,27,23595,26.120208116342308,13,22.5,3.5,6.0,263.0,249.0
6.0,17,26,23595,26.120208116342308,13,21.5,3.5,6.0,263.0,249.0
6.0,18,27,23595,26.120208116342308,13,22.5,3.5,6.0,263.0,249.0
6.0,17,26,23595,26.120208116342308,13,21.5,3.5,6.0,263.0,249.0
6.0,18,28,23595,26.120208116342308,14,23.0,3.5,6.0,263.0,249.0
6.0,18,27,23595,26.120208116342308,14,22.5,3.5,6.0,263.0,249.0
6.0,17,25,23595,26.120208116342308,14,21.0,3.5,6.0,263.0,249.0
6.0,18,27,23595,26.120208116342308,14,22.5,3.5,6.0,263.0,249.0
6.0,17,25,23595,26.120208116342308,14,21.0,3.5,6.0,263.0,249.0
6.0,18,28,23595,26.120208116342308,15,23.0,3.5,6.0,263.0,249.0
6.0,18,27,23595,26.120208116342308,15,22.5,3.5,6.0,263.0,249.0
6.0,17,25,23595,26.120208116342308,15,21.0,3.5,6.0,263.0,249.0
6.0,18,27,23595,26.120208116342308,15,22.5,3.5,6.0,263.0,249.0
6.0,17,25,23595,26.120208116342308,15,21.0,3.5,6.0,263.0,249.0
6.0,23,30,5229000,10.989202213623663,15,26.5,2.5,5.0,170.0,177.0
6.0,29,40,5229000,9.0499312347489,15,34.5,2.0,4.0,140.0,236.0
5.0,23,33,5229000,10.989202213623663,14,28.0,2.5,5.0,170.0,177.0
6.0,24,31,5229000,10.989202213623663,14,27.5,2.5,5.0,170.0,177.0
6.0,29,40,5229000,9.0499312347489,14,34.5,2.0,4.0,140.0,236.0
6.0,19,26,1593900,19.9556144723219,14,22.5,3.5,6.0,285.0,253.0
6.0,19,26,1593900,19.9556144723219,14,22.5,3.5,6.0,285.0,253.0
6.0,18,26,1593900,19.9556144723219,14,22.0,3.5,6.0,285.0,253.0
6.0,19,26,1593900,19.9556144723219,14,22.5,3.5,6.0,285.0,253.0
6.0,18,26,1593900,19.9556144723219,14,22.0,3.5,6.0,285.0,253.0
6.0,18,25,1593900,21.35600847037958,14,21.5,3.7,6.0,305.0,280.0
6.0,17,23,1593900,21.35600847037958,14,20.0,3.7,6.0,305.0,280.0
6.0,24,31,5229000,10.989202213623663,14,27.5,2.5,5.0,170.0,177.0
6.0,29,40,5229000,9.0499312347489,14,34.5,2.0,4.0,140.0,236.0
6.0,16,24,547884,26.790131961663796,13,20.0,4.2,8.0,354.0,325.0
6.0,14,22,547884,26.790131961663796,13,18.0,4.2,8.0,354.0,325.0
6.0,19,27,1593900,19.9556144723219,13,23.0,3.5,6.0,285.0,253.0
6.0,19,27,1593900,19.9556144723219,13,23.0,3.5,6.0,285.0,253.0
6.0,18,25,1593900,19.9556144723219,13,21.5,3.5,6.0,285.0,253.0
6.0,19,27,1593900,19.9556144723219,13,23.0,3.5,6.0,285.0,253.0
6.0,18,25,1593900,19.9556144723219,13,21.5,3.5,6.0,285.0,253.0
6.0,19,26,1593900,21.35600847037958,13,22.5,3.7,6.0,305.0,280.0
6.0,17,23,1593900,21.35600847037958,13,20.0,3.7,6.0,305.0,280.0
6.0,18,25,2370060,18.0537065394702,15,21.5,3.5,6.0,265.0,250.0
6.0,17,23,2370060,18.0537065394702,15,20.0,3.5,6.0,265.0,250.0
6.0,18,25,2370060,18.0537065394702,15,21.5,3.5,6.0,265.0,250.0
6.0,17,23,2370060,18.0537065394702,15,20.0,3.5,6.0,265.0,250.0
6.0,18,25,2370060,18.0537065394702,15,21.5,3.5,6.0,265.0,250.0
6.0,17,23,2370060,18.0537065394702,15,20.0,3.5,6.0,265.0,250.0
6.0,18,25,2370060,18.0537065394702,15,21.5,3.5,6.0,265.0,250.0
6.0,17,23,2370060,18.0537065394702,15,20.0,3.5,6.0,265.0,250.0
6.0,16,24,96968,30.830472014795244,14,20.0,4.2,8.0,354.0,325.0
6.0,14,22,96968,30.830472014795244,14,18.0,4.2,8.0,354.0,325.0
6.0,21,30,1593900,16.804727976692128,13,25.5,2.0,4.0,240.0,270.0
6.0,21,30,1593900,16.804727976692128,13,25.5,2.0,4.0,240.0,270.0
6.0,21,30,1593900,16.804727976692128,13,25.5,2.0,4.0,240.0,270.0
6.0,16,24,148986,29.718893687251718,15,20.0,4.2,8.0,354.0,325.0
6.0,14,22,148986,29.718893687251718,15,18.0,4.2,8.0,354.0,325.0
6.0,14,21,2082756,29.89854484554101,14,17.5,5.2,10.0,435.0,398.0
6.0,14,19,1933360,30.052289954263724,15,16.5,5.2,10.0,435.0,398.0
5.0,26,34,5055480,9.06971683811789,14,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,14,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,14,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,14,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,14,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,14,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,14,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,14,30.5,1.8,4.0,140.0,128.0
5.0,26,34,5055480,9.06971683811789,14,30.0,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,14,30.5,1.8,4.0,140.0,128.0
5.0,25,36,5055480,9.06971683811789,14,30.5,1.8,4.0,140.0,128.0
6.0,21,29,5055480,12.762387265065886,14,25.0,2.0,6.109942448898591,197.0,139.0
5.0,24,36,5055480,7.320557162195153,14,30.0,1.8,4.0,113.0,109.0
6.0,15,24,3090960,33.79284327757116,13,19.5,7.0,8.0,505.0,470.0
6.0,15,24,3090960,33.79284327757116,13,19.5,7.0,8.0,505.0,470.0
6.0,15,24,3090960,33.79284327757116,13,19.5,7.0,8.0,505.0,470.0
6.0,15,24,3090960,33.79284327757116,14,19.5,7.0,8.0,505.0,470.0
6.0,15,24,3090960,33.79284327757116,14,19.5,7.0,8.0,505.0,470.0
6.0,15,24,3090960,33.79284327757116,14,19.5,7.0,8.0,505.0,470.0
6.0,15,24,3090960,33.79284327757116,15,19.5,7.0,8.0,505.0,470.0
6.0,15,24,3090960,33.79284327757116,15,19.5,7.0,8.0,505.0,470.0
6.0,15,24,3090960,33.79284327757116,15,19.5,7.0,8.0,505.0,470.0
6.0,16,26,950872,31.23834058684055,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,13,20.0,6.2,8.0,430.0,424.0
6.0,16,26,950872,31.23834058684055,13,21.0,6.2,8.0,430.0,424.0
6.0,15,25,950872,31.23834058684055,13,20.0,6.2,8.0,430.0,424.0
5.0,14,20,59280,24.20372446912597,15,17.0,4.0,6.0,266.0,288.0
5.0,15,22,41040,25.041594356482953,15,18.5,4.0,6.0,266.0,288.0
5.0,15,22,46740,24.738715907223693,15,18.5,4.0,6.0,266.0,288.0
5.0,14,20,59280,24.20372446912597,15,17.0,4.0,6.0,266.0,288.0
5.0,13,18,61560,28.110815801144796,15,15.5,5.6,8.0,310.0,388.0
5.0,14,20,59280,24.20372446912597,15,17.0,4.0,6.0,266.0,288.0
5.0,15,22,46740,24.738715907223693,15,18.5,4.0,6.0,266.0,288.0
6.0,16,23,516810,14.974802216468255,15,19.5,3.8,6.0,197.0,230.0
6.0,16,23,792442,14.503555952478964,15,19.5,3.8,6.0,197.0,230.0
6.0,17,25,516810,19.079570336718437,15,21.0,4.0,6.0,251.0,259.0
6.0,17,25,792442,18.479149969909745,15,21.0,4.0,6.0,251.0,259.0
5.0,15,22,58425,24.235761975091116,16,18.5,4.0,6.0,266.0,288.0
5.0,14,20,74100,23.722075079647414,16,17.0,4.0,6.0,266.0,288.0
5.0,14,20,74100,23.722075079647414,16,17.0,4.0,6.0,266.0,288.0
5.0,13,18,76950,27.553292182080796,16,15.5,5.6,8.0,310.0,388.0
5.0,15,22,51300,24.52637919578276,16,18.5,4.0,6.0,266.0,288.0
5.0,14,20,74100,23.722075079647414,16,17.0,4.0,6.0,266.0,288.0
5.0,14,20,74100,23.722075079647414,16,17.0,4.0,6.0,266.0,288.0
5.0,15,22,58425,24.235761975091116,16,18.5,4.0,6.0,266.0,288.0
6.0,17,25,425845,21.833331654833938,14,21.0,3.6,6.0,283.0,260.0
6.0,17,25,792442,20.835057535794654,14,21.0,3.6,6.0,283.0,260.0
6.0,17,25,792442,20.835057535794654,14,21.0,3.6,6.0,283.0,260.0
6.0,17,25,516810,21.512025519088915,14,21.0,3.6,6.0,283.0,260.0
6.0,19,26,177600,16.546299589732314,15,22.5,2.0,4.0,200.0,207.0
6.0,18,24,177600,16.546299589732314,15,21.0,2.0,4.0,200.0,207.0
6.0,18,24,180000,16.52794530039337,15,21.0,2.0,4.0,200.0,207.0
6.0,18,24,180000,16.52794530039337,15,21.0,2.0,4.0,200.0,207.0
6.0,24,35,1651480,13.829536141047486,13,29.5,2.4,4.0,198.0,184.0
6.0,24,35,1651480,13.270767004035465,13,29.5,2.4,4.0,190.0,179.0
6.0,24,35,1651480,13.96922842530049,13,29.5,2.4,4.0,200.0,186.0
6.0,24,35,1651480,13.270767004035465,13,29.5,2.4,4.0,190.0,179.0
6.0,24,35,1651480,13.829536141047486,13,29.5,2.4,4.0,198.0,184.0
6.0,22,34,1651480,19.13784294266167,13,28.0,2.0,4.0,274.0,269.0
6.0,24,35,1651480,13.829536141047486,13,29.5,2.4,4.0,198.0,184.0
6.0,22,34,1651480,19.13784294266167,13,28.0,2.0,4.0,274.0,269.0
6.0,22,35,1651480,13.96922842530049,14,28.5,2.4,4.0,200.0,186.0
6.0,22,33,1651480,19.13784294266167,14,27.5,2.0,4.0,274.0,269.0
6.0,22,35,1651480,13.829536141047486,14,28.5,2.4,4.0,198.0,184.0
6.0,24,35,1651480,13.829536141047486,14,29.5,2.4,4.0,198.0,184.0
6.0,22,35,1651480,19.13784294266167,14,28.5,2.0,4.0,274.0,269.0
6.0,22,35,1651480,13.270767004035465,14,28.5,2.4,4.0,190.0,179.0
6.0,22,35,1651480,13.270767004035465,14,28.5,2.4,4.0,190.0,179.0
6.0,22,35,1651480,13.96922842530049,14,28.5,2.4,4.0,200.0,186.0
5.0,22,32,1430130,12.347180179958112,15,27.0,2.4,4.0,175.0,168.0
5.0,21,32,1430130,12.347180179958112,15,26.5,2.4,4.0,175.0,168.0
5.0,22,32,1430130,11.853292972759789,15,27.0,2.4,4.0,168.0,163.0
5.0,22,32,1430130,11.853292972759789,15,27.0,2.4,4.0,168.0,163.0
5.0,22,32,1430130,12.347180179958112,15,27.0,2.4,4.0,175.0,168.0
5.0,22,32,1430130,12.347180179958112,15,27.0,2.4,4.0,175.0,168.0
5.0,22,32,1430130,11.853292972759789,15,27.0,2.4,4.0,168.0,163.0
5.0,19,29,1430130,17.568273513197543,15,24.0,3.3,6.0,249.0,229.0
5.0,19,29,1430130,17.568273513197543,15,24.0,3.3,6.0,249.0,229.0
6.0,29,37,5530938,7.857853663409732,14,33.0,1.5,4.0,122.0,273.0858334989072
6.0,29,37,5530938,7.857853663409732,14,33.0,1.5,4.0,122.0,273.0858334989072
6.0,17,22,463437,19.92882666336157,14,19.5,3.8,6.0,260.0,257.0
6.0,17,22,463437,19.92882666336157,14,19.5,3.8,6.0,260.0,257.0
6.0,16,21,463437,19.92882666336157,14,18.5,3.8,6.0,260.0,257.0
6.0,16,21,463437,19.92882666336157,14,18.5,3.8,6.0,260.0,257.0
6.0,16,22,463437,19.92882666336157,15,19.0,3.8,6.0,260.0,257.0
6.0,17,23,463437,19.92882666336157,15,20.0,3.8,6.0,260.0,257.0
6.0,16,22,463437,19.92882666336157,15,19.0,3.8,6.0,260.0,257.0
6.0,17,23,463437,19.92882666336157,15,20.0,3.8,6.0,260.0,257.0
5.0,27,33,308416,9.256909104415161,14,30.0,1.5,4.0,117.0,106.0
5.0,28,35,308416,9.256909104415161,14,31.5,1.5,4.0,117.0,106.0
5.0,27,33,308416,9.256909104415161,14,30.0,1.5,4.0,117.0,106.0
5.0,27,33,308416,9.256909104415161,14,30.0,1.5,4.0,117.0,106.0
6.0,29,40,1608020,11.616096582851968,14,34.5,2.4,4.0,166.0,154.0
6.0,23,31,163560,13.744340437474856,13,27.0,2.0,4.0,165.0,146.0
6.0,22,32,201724,14.408914407029888,13,27.0,2.4,4.0,176.0,168.0
6.0,21,28,163560,14.160835602246822,13,24.5,2.4,4.0,170.0,163.0
6.0,22,32,163560,14.66062979997318,13,27.0,2.4,4.0,176.0,168.0
6.0,21,28,163560,14.160835602246822,13,24.5,2.4,4.0,170.0,163.0
6.0,22,32,163560,14.160835602246822,13,27.0,2.4,4.0,170.0,163.0
5.0,20,27,163560,13.744340437474856,13,23.5,2.0,4.0,165.0,146.0
6.0,21,28,201724,14.408914407029888,13,24.5,2.4,4.0,176.0,168.0
6.0,22,32,201724,13.917701415881142,13,27.0,2.4,4.0,170.0,163.0
6.0,21,28,201724,13.917701415881142,13,24.5,2.4,4.0,170.0,163.0
5.0,20,28,628603,12.05878988125594,14,24.0,2.5,4.0,161.0,161.0
5.0,20,28,628603,12.05878988125594,14,24.0,2.5,4.0,161.0,161.0
6.0,18,24,628603,18.275433111965526,14,21.0,2.3,4.0,244.0,258.0
6.0,17,21,628603,18.275433111965526,14,19.0,2.3,4.0,244.0,258.0
5.0,20,28,628603,12.05878988125594,14,24.0,2.5,4.0,161.0,161.0
6.0,18,24,628603,18.275433111965526,14,21.0,2.3,4.0,244.0,258.0
6.0,17,21,628603,18.275433111965526,14,19.0,2.3,4.0,244.0,258.0
6.0,17,24,128925,22.265669785819007,13,20.5,3.5,6.0,262.0,248.0
6.0,17,24,128925,22.265669785819007,13,20.5,3.5,6.0,262.0,248.0
6.0,16,23,128925,22.265669785819007,13,19.5,3.5,6.0,262.0,248.0
6.0,17,24,128925,22.265669785819007,13,20.5,3.5,6.0,262.0,248.0
6.0,16,23,128925,22.265669785819007,13,19.5,3.5,6.0,262.0,248.0
